Index,Trace_Name,station_code,event_time,Subset,True_Time_s,Coarse_Pred_s,Final_Pred_s,Coarse_Error_s,Final_Error_s,Coarse_Abs_Error_s,Final_Abs_Error_s,station_lon,station_lat,event_lon,event_lat,Mw,depth_km,epicentral_distance_km,basin
373,acCHB0071103141002,CHB007,2011-03-14 10:02:00,training,37.89,43.01903809,37.95585083,5.129038086,0.06585083,5.129038086,0.06585083,140.2246,35.7237,141.128,36.455,6.2,32,114.9,Kanto Basin
374,acCHB0081103141002,CHB008,2011-03-14 10:02:00,training,56.54700195,57.69100098,57.51653931,1.143999023,0.969537354,1.143999023,0.969537354,139.9027,35.6556,141.128,36.455,6.2,32,141.54,Kanto Basin
375,acCHB0101103141002,CHB010,2011-03-14 10:02:00,training,45.38200195,50.70478516,50.10616089,5.322783203,4.724158936,5.322783203,4.724158936,140.5637,35.7086,141.128,36.455,6.2,32,97.26,Kanto Basin
376,acCHB0111103141002,CHB011,2011-03-14 10:02:00,training,70.30799805,68.4190918,69.60806152,-1.88890625,-0.699936523,1.88890625,0.699936523,140.4971,35.5877,141.128,36.455,6.2,32,111.89,Kanto Basin
377,acCHB0121103141002,CHB012,2011-03-14 10:02:00,holdout_evaluation,50.09799805,59.15606934,53.33506348,9.058071289,3.23706543,9.058071289,3.23706543,140.3436,35.5721,141.128,36.455,6.2,32,120.89,Kanto Basin
378,acCHB0131103141002,CHB013,2011-03-14 10:02:00,training,54.155,60.47387695,56.84450195,6.318876953,2.689501953,6.318876953,2.689501953,140.2892,35.4294,141.128,36.455,6.2,32,136.77,Kanto Basin
379,acCHB0141103141002,CHB014,2011-03-14 10:02:00,holdout_evaluation,83.62299805,71.96448242,74.26060059,-11.65851562,-9.362397461,11.65851562,9.362397461,140.0454,35.471,141.128,36.455,6.2,32,146.51,Kanto Basin
380,acCHB0151103141002,CHB015,2011-03-14 10:02:00,training,77.21600098,75.26449219,75.74204346,-1.951508789,-1.47395752,1.951508789,1.47395752,139.9199,35.3738,141.128,36.455,6.2,32,162.14,Kanto Basin
381,acCHB0171103141002,CHB017,2011-03-14 10:02:00,training,86.93400391,76.03111816,72.3368042,-10.90288574,-14.59719971,10.90288574,14.59719971,140.0734,35.2976,141.128,36.455,6.2,32,159.97,Kanto Basin
382,acCHB0221103141002,CHB022,2011-03-14 10:02:00,training,38.31899902,44.40322266,42.1931189,6.084223633,3.874119873,6.084223633,3.874119873,139.8555,35.3033,141.128,36.455,6.2,32,171.88,Kanto Basin
383,acCHB0241103141002,CHB024,2011-03-14 10:02:00,training,54.84399902,56.41357422,55.24351929,1.569575195,0.399520264,1.569575195,0.399520264,140.0781,35.6337,141.128,36.455,6.2,32,131.34,Kanto Basin
384,acGNM0071103141002,GNM007,2011-03-14 10:02:00,training,48.975,49.4565625,47.05789795,0.4815625,-1.917102051,0.4815625,1.917102051,139.0093,36.4637,141.128,36.455,6.2,32,189.48,Kanto Basin
385,acIBR0091103141002,IBR009,2011-03-14 10:02:00,training,39.31800049,41.94739746,39.96160645,2.629396973,0.643605957,2.629396973,0.643605957,139.7037,36.185,141.128,36.455,6.2,32,131.09,Kanto Basin
386,acKNG0021103141002,KNG002,2011-03-14 10:02:00,holdout_evaluation,73.15100098,70.77633789,68.76894165,-2.374663086,-4.382059326,2.374663086,4.382059326,139.6334,35.4372,141.128,36.455,6.2,32,175.81,Kanto Basin
387,acSIT0081103141002,SIT008,2011-03-14 10:02:00,training,47.82399902,47.07995117,46.25195801,-0.744047852,-1.572041016,0.744047852,1.572041016,139.7456,35.9829,141.128,36.455,6.2,32,134.66,Kanto Basin
388,acSIT0091103141002,SIT009,2011-03-14 10:02:00,training,38.665,39.07112793,39.27171265,0.40612793,0.606712646,0.40612793,0.606712646,139.4826,35.9033,141.128,36.455,6.2,32,159.91,Kanto Basin
389,acSIT0111103141002,SIT011,2011-03-14 10:02:00,training,53.52899902,57.70896484,52.74393555,4.17996582,-0.785063477,4.17996582,0.785063477,139.7214,35.8098,141.128,36.455,6.2,32,145.27,Kanto Basin
390,acTKY0071103141002,TKY007,2011-03-14 10:02:00,training,65.385,65.15205078,66.35874512,-0.232949219,0.973745117,0.232949219,0.973745117,139.6864,35.7111,141.128,36.455,6.2,32,153.7,Kanto Basin
391,acCHB0021103152231,CHB002,2011-03-15 22:31:00,training,59.20399902,56.95212891,58.41171875,-2.251870117,-0.792280273,2.251870117,0.792280273,139.9024,35.7871,138.71,35.31,6.4,14,120.21,Kanto Basin
392,acCHB0081103152231,CHB008,2011-03-15 22:31:00,training,57.36899902,56.27867188,58.22657471,-1.090327148,0.857575684,1.090327148,0.857575684,139.9027,35.6556,138.71,35.31,6.4,14,114.63,Kanto Basin
393,acCHB0091103152231,CHB009,2011-03-15 22:31:00,training,47.66600098,47.35143555,47.54119507,-0.31456543,-0.124805908,0.31456543,0.124805908,140.2378,35.5871,138.71,35.31,6.4,14,141.78,Kanto Basin
394,acCHB0111103152231,CHB011,2011-03-15 22:31:00,training,87.86099609,85.35104492,87.28887207,-2.509951172,-0.572124023,2.509951172,0.572124023,140.4971,35.5877,138.71,35.31,6.4,14,164.8,Kanto Basin
395,acCHB0121103152231,CHB012,2011-03-15 22:31:00,training,80.64399902,88.25120117,79.39726807,7.607202148,-1.246730957,7.607202148,1.246730957,140.3436,35.5721,138.71,35.31,6.4,14,150.83,Kanto Basin
396,acCHB0131103152231,CHB013,2011-03-15 22:31:00,holdout_evaluation,79.40299805,86.02549805,80.4169458,6.6225,1.013947754,6.6225,1.013947754,140.2892,35.4294,138.71,35.31,6.4,14,143.8,Kanto Basin
397,acCHB0141103152231,CHB014,2011-03-15 22:31:00,holdout_evaluation,85.69099609,78.41120117,77.6959375,-7.279794922,-7.995058594,7.279794922,7.995058594,140.0454,35.471,138.71,35.31,6.4,14,122.37,Kanto Basin
398,acCHB0151103152231,CHB015,2011-03-15 22:31:00,holdout_evaluation,51.25600098,63.4665625,58.1336792,12.21056152,6.877678223,12.21056152,6.877678223,139.9199,35.3738,138.71,35.31,6.4,14,109.97,Kanto Basin
399,acCHB0221103152231,CHB022,2011-03-15 22:31:00,holdout_evaluation,45.5,49.52338867,44.14385742,4.023388672,-1.356142578,4.023388672,1.356142578,139.8555,35.3033,138.71,35.31,6.4,14,103.95,Kanto Basin
400,acCHB0241103152231,CHB024,2011-03-15 22:31:00,training,49.27700195,54.87897461,50.50886597,5.601972656,1.231864014,5.601972656,1.231864014,140.0781,35.6337,138.71,35.31,6.4,14,129.01,Kanto Basin
401,acGNM0071103152231,GNM007,2011-03-15 22:31:00,training,47.88399902,45.5621582,51.59193604,-2.32184082,3.707937012,2.32184082,3.707937012,139.0093,36.4637,138.71,35.31,6.4,14,131.09,Kanto Basin
402,acGNM0081103152231,GNM008,2011-03-15 22:31:00,training,34.73300049,35.1101123,30.35806274,0.377111816,-4.374937744,0.377111816,4.374937744,139.1368,36.3479,138.71,35.31,6.4,14,121.65,Kanto Basin
403,acKNG0011103152231,KNG001,2011-03-15 22:31:00,training,41.37600098,40.64053467,42.43189941,-0.735466309,1.055898437,0.735466309,1.055898437,139.7061,35.5291,138.71,35.31,6.4,14,93.49,Kanto Basin
404,acSIT0091103152231,SIT009,2011-03-15 22:31:00,training,37.91300049,35.80674805,39.42005859,-2.106252441,1.507058105,2.106252441,1.507058105,139.4826,35.9033,138.71,35.31,6.4,14,96.08,Kanto Basin
405,acSIT0101103152231,SIT010,2011-03-15 22:31:00,holdout_evaluation,48.08,49.82203125,53.46901855,1.74203125,5.389018555,1.74203125,5.389018555,139.6478,35.9071,138.71,35.31,6.4,14,107.68,Kanto Basin
406,acSIT0111103152231,SIT011,2011-03-15 22:31:00,training,65.69399902,63.53678223,66.27006104,-2.157216797,0.576062012,2.157216797,0.576062012,139.7214,35.8098,138.71,35.31,6.4,14,107.05,Kanto Basin
407,acSIT0131103152231,SIT013,2011-03-15 22:31:00,training,33.87699951,30.73622314,35.08329834,-3.140776367,1.206298828,3.140776367,1.206298828,139.4659,35.7966,138.71,35.31,6.4,14,87.2,Kanto Basin
408,acTKY0061103152231,TKY006,2011-03-15 22:31:00,training,47.545,32.94712402,40.05316895,-14.59787598,-7.491831055,14.59787598,7.491831055,139.5028,35.6989,138.71,35.31,6.4,14,83.79,Kanto Basin
409,acCHB0081103161252,CHB008,2011-03-16 12:52:00,training,61.495,59.76858887,60.45899658,-1.726411133,-1.036003418,1.726411133,1.036003418,139.9027,35.6556,140.908,35.834,6.1,10,92.87,Kanto Basin
410,acCHB0141103161252,CHB014,2011-03-16 12:52:00,training,39.62100098,37.6825708,39.34416992,-1.938430176,-0.276831055,1.938430176,0.276831055,140.0454,35.471,140.908,35.834,6.1,10,87.77,Kanto Basin
411,acCHB0151103161252,CHB015,2011-03-16 12:52:00,training,62.22100098,62.36987305,63.3786084,0.14887207,1.157607422,0.14887207,1.157607422,139.9199,35.3738,140.908,35.834,6.1,10,102.95,Kanto Basin
412,acCHB0221103161252,CHB022,2011-03-16 12:52:00,holdout_evaluation,38.22800049,41.39843262,37.20725586,3.170432129,-1.020744629,3.170432129,1.020744629,139.8555,35.3033,140.908,35.834,6.1,10,112.0,Kanto Basin
413,acGNM0131103161252,GNM013,2011-03-16 12:52:00,training,30.52100098,29.91746582,35.75180664,-0.603535156,5.230805664,0.603535156,5.230805664,139.0174,36.3181,140.908,35.834,6.1,10,178.23,Kanto Basin
414,acIBR0091103161252,IBR009,2011-03-16 12:52:00,holdout_evaluation,60.12700195,53.23159668,47.0714502,-6.895405273,-13.05555176,6.895405273,13.05555176,139.7037,36.185,140.908,35.834,6.1,10,115.14,Kanto Basin
415,acKNG0021103161252,KNG002,2011-03-16 12:52:00,training,90.08299805,91.74966797,91.05159668,1.666669922,0.968598633,1.666669922,0.968598633,139.6334,35.4372,140.908,35.834,6.1,10,123.35,Kanto Basin
416,acSIT0031103161252,SIT003,2011-03-16 12:52:00,training,58.55100098,54.58655273,58.24714844,-3.964448242,-0.303852539,3.964448242,0.303852539,139.6969,36.0721,140.908,35.834,6.1,10,112.18,Kanto Basin
417,acSIT0081103161252,SIT008,2011-03-16 12:52:00,training,46.32399902,42.40236328,47.06781738,-3.921635742,0.743818359,3.921635742,0.743818359,139.7456,35.9829,140.908,35.834,6.1,10,105.99,Kanto Basin
418,acSIT0101103161252,SIT010,2011-03-16 12:52:00,training,62.665,59.13240723,63.92418213,-3.532592773,1.259182129,3.532592773,1.259182129,139.6478,35.9071,140.908,35.834,6.1,10,113.84,Kanto Basin
419,acSIT0111103161252,SIT011,2011-03-16 12:52:00,training,45.39299805,53.30684082,58.6901123,7.913842773,13.29711426,7.913842773,13.29711426,139.7214,35.8098,140.908,35.834,6.1,10,107.02,Kanto Basin
420,acSIT0131103161252,SIT013,2011-03-16 12:52:00,holdout_evaluation,28.75800049,32.81160156,27.94317871,4.053601074,-0.814821777,4.053601074,0.814821777,139.4659,35.7966,140.908,35.834,6.1,10,130.1,Kanto Basin
421,acTKY0041103161252,TKY004,2011-03-16 12:52:00,training,26.27899902,27.571521,26.09946533,1.292521973,-0.179533691,1.292521973,0.179533691,139.4034,35.6301,140.908,35.834,6.1,10,137.69,Kanto Basin
422,acTKY0061103161252,TKY006,2011-03-16 12:52:00,holdout_evaluation,37.17100098,36.33260254,41.80524414,-0.838398438,4.634243164,0.838398438,4.634243164,139.5028,35.6989,140.908,35.834,6.1,10,127.67,Kanto Basin
423,acTKY0071103161252,TKY007,2011-03-16 12:52:00,training,34.53800049,34.31515869,33.30345093,-0.222841797,-1.234549561,0.222841797,1.234549561,139.6864,35.7111,140.908,35.834,6.1,10,111.05,Kanto Basin
424,acCHB0011103172155,CHB001,2011-03-17 21:55:00,training,33.27399902,36.26002197,31.98407959,2.986022949,-1.289919434,2.986022949,1.289919434,139.8731,35.9571,141.3,36.7,5.8,30,152.19,Kanto Basin
425,acCHB0021103172155,CHB002,2011-03-17 21:55:00,training,43.1,47.08033203,46.01324219,3.980332031,2.913242187,3.980332031,2.913242187,139.9024,35.7871,141.3,36.7,5.8,30,161.28,Kanto Basin
426,acCHB0031103172155,CHB003,2011-03-17 21:55:00,holdout_evaluation,28.08800049,28.09878174,24.63136841,0.01078125,-3.45663208,0.01078125,3.45663208,140.0577,35.7926,141.3,36.7,5.8,30,150.3,Kanto Basin
427,acCHB0061103172155,CHB006,2011-03-17 21:55:00,training,27.86600098,30.88034668,27.58802246,3.014345703,-0.277978516,3.014345703,0.277978516,140.3073,35.779,141.3,36.7,5.8,30,135.7,Kanto Basin
428,acCHB0071103172155,CHB007,2011-03-17 21:55:00,training,47.37299805,43.45360352,43.27549438,-3.919394531,-4.097503662,3.919394531,4.097503662,140.2246,35.7237,141.3,36.7,5.8,30,145.23,Kanto Basin
429,acCHB0121103172155,CHB012,2011-03-17 21:55:00,training,83.87900391,73.70289551,79.53316895,-10.1761084,-4.345834961,10.1761084,4.345834961,140.3436,35.5721,141.3,36.7,5.8,30,152.0,Kanto Basin
430,acCHB0131103172155,CHB013,2011-03-17 21:55:00,holdout_evaluation,53.76899902,53.34986328,51.13337402,-0.419135742,-2.635625,0.419135742,2.635625,140.2892,35.4294,141.3,36.7,5.8,30,167.97,Kanto Basin
431,acIBR0091103172155,IBR009,2011-03-17 21:55:00,holdout_evaluation,49.825,49.20879883,45.43511597,-0.616201172,-4.389884033,0.616201172,4.389884033,139.7037,36.185,141.3,36.7,5.8,30,153.84,Kanto Basin
432,acSIT0031103172155,SIT003,2011-03-17 21:55:00,holdout_evaluation,75.30899902,73.06238281,74.62084961,-2.246616211,-0.688149414,2.246616211,0.688149414,139.6969,36.0721,141.3,36.7,5.8,30,159.58,Kanto Basin
433,acSIT0101103172155,SIT010,2011-03-17 21:55:00,training,42.73399902,50.14095215,44.14976318,7.406953125,1.41576416,7.406953125,1.41576416,139.6478,35.9071,141.3,36.7,5.8,30,172.31,Kanto Basin
434,acSIT0111103172155,SIT011,2011-03-17 21:55:00,holdout_evaluation,34.68899902,36.20219971,30.43859253,1.513200684,-4.250406494,1.513200684,4.250406494,139.7214,35.8098,141.3,36.7,5.8,30,172.72,Kanto Basin
435,acTKY0071103172155,TKY007,2011-03-17 21:55:00,training,48.92399902,49.57640625,48.58300171,0.652407227,-0.340997314,0.652407227,0.340997314,139.6864,35.7111,141.3,36.7,5.8,30,181.8,Kanto Basin
436,acCHB0031103191856,CHB003,2011-03-19 18:56:00,holdout_evaluation,46.34600098,45.69867676,42.23718018,-0.647324219,-4.108820801,0.647324219,4.108820801,140.0577,35.7926,140.57,36.78,6.1,5,119.01,Kanto Basin
437,acCHB0061103191856,CHB006,2011-03-19 18:56:00,training,40.045,38.60490723,38.03047974,-1.440092773,-2.014520264,1.440092773,2.014520264,140.3073,35.779,140.57,36.78,6.1,5,113.77,Kanto Basin
438,acCHB0081103191856,CHB008,2011-03-19 18:56:00,training,62.05200195,62.52111328,60.8000354,0.469111328,-1.251966553,0.469111328,1.251966553,139.9027,35.6556,140.57,36.78,6.1,5,138.62,Kanto Basin
439,acCHB0091103191856,CHB009,2011-03-19 18:56:00,holdout_evaluation,27.91100098,39.96107666,46.08708496,12.05007568,18.17608398,12.05007568,18.17608398,140.2378,35.5871,140.57,36.78,6.1,5,135.95,Kanto Basin
440,acCHB0101103191856,CHB010,2011-03-19 18:56:00,training,50.80700195,52.19499023,44.54502808,1.387988281,-6.261973877,1.387988281,6.261973877,140.5637,35.7086,140.57,36.78,6.1,5,119.14,Kanto Basin
441,acCHB0111103191856,CHB011,2011-03-19 18:56:00,training,43.795,45.70990234,44.00033081,1.914902344,0.205330811,1.914902344,0.205330811,140.4971,35.5877,140.57,36.78,6.1,5,132.74,Kanto Basin
442,acCHB0121103191856,CHB012,2011-03-19 18:56:00,training,41.29,39.24375488,41.16326172,-2.046245117,-0.126738281,2.046245117,0.126738281,140.3436,35.5721,140.57,36.78,6.1,5,135.84,Kanto Basin
443,acCHB0131103191856,CHB013,2011-03-19 18:56:00,training,49.56299805,48.47981445,49.96916504,-1.083183594,0.406166992,1.083183594,0.406166992,140.2892,35.4294,140.57,36.78,6.1,5,152.28,Kanto Basin
444,acCHB0141103191856,CHB014,2011-03-19 18:56:00,training,44.13799805,61.4640918,69.25514404,17.32609375,25.117146,17.32609375,25.117146,140.0454,35.471,140.57,36.78,6.1,5,152.99,Kanto Basin
445,acCHB0151103191856,CHB015,2011-03-19 18:56:00,training,65.335,68.37511719,65.48325195,3.040117188,0.148251953,3.040117188,0.148251953,139.9199,35.3738,140.57,36.78,6.1,5,166.92,Kanto Basin
446,acCHB0171103191856,CHB017,2011-03-19 18:56:00,training,65.0,65.76698242,64.20280029,0.766982422,-0.797199707,0.766982422,0.797199707,140.0734,35.2976,140.57,36.78,6.1,5,170.78,Kanto Basin
447,acCHB0221103191856,CHB022,2011-03-19 18:56:00,training,71.72100098,68.80506348,70.51022949,-2.9159375,-1.210771484,2.9159375,1.210771484,139.8555,35.3033,140.57,36.78,6.1,5,176.32,Kanto Basin
448,acCHB0241103191856,CHB024,2011-03-19 18:56:00,training,58.51299805,58.83544922,60.28685791,0.322451172,1.773859863,0.322451172,1.773859863,140.0781,35.6337,140.57,36.78,6.1,5,134.89,Kanto Basin
449,acGNM0071103191856,GNM007,2011-03-19 18:56:00,training,47.91200195,47.86350586,48.92264404,-0.048496094,1.01064209,0.048496094,1.01064209,139.0093,36.4637,140.57,36.78,6.1,5,143.65,Kanto Basin
450,acGNM0081103191856,GNM008,2011-03-19 18:56:00,training,42.03799805,38.73217285,38.84081177,-3.305825195,-3.197186279,3.305825195,3.197186279,139.1368,36.3479,140.57,36.78,6.1,5,136.72,Kanto Basin
451,acIBR0091103191856,IBR009,2011-03-19 18:56:00,training,61.52700195,52.87158203,59.42218262,-8.655419922,-2.104819336,8.655419922,2.104819336,139.7037,36.185,140.57,36.78,6.1,5,101.86,Kanto Basin
452,acKNG0011103191856,KNG001,2011-03-19 18:56:00,training,26.71800049,29.99254395,24.78436279,3.274543457,-1.933637695,3.274543457,1.933637695,139.7061,35.5291,140.57,36.78,6.1,5,159.26,Kanto Basin
453,acKNG0021103191856,KNG002,2011-03-19 18:56:00,training,79.99700195,76.80553223,74.66894409,-3.191469727,-5.328057861,3.191469727,5.328057861,139.6334,35.4372,140.57,36.78,6.1,5,171.38,Kanto Basin
454,acSIT0031103191856,SIT003,2011-03-19 18:56:00,training,58.005,53.92396973,50.82169922,-4.081030273,-7.183300781,4.081030273,7.183300781,139.6969,36.0721,140.57,36.78,6.1,5,110.9,Kanto Basin
455,acSIT0091103191856,SIT009,2011-03-19 18:56:00,training,44.41,43.35920898,44.33874756,-1.050791016,-0.071252441,1.050791016,0.071252441,139.4826,35.9033,140.57,36.78,6.1,5,137.8,Kanto Basin
456,acSIT0101103191856,SIT010,2011-03-19 18:56:00,holdout_evaluation,36.49399902,44.40043945,38.24796997,7.90644043,1.753970947,7.90644043,1.753970947,139.6478,35.9071,140.57,36.78,6.1,5,127.45,Kanto Basin
457,acSIT0111103191856,SIT011,2011-03-19 18:56:00,training,55.66799805,51.96178711,56.35688965,-3.706210937,0.688891602,3.706210937,0.688891602,139.7214,35.8098,140.57,36.78,6.1,5,131.99,Kanto Basin
458,acTKY0041103191856,TKY004,2011-03-19 18:56:00,training,44.35799805,42.48839355,41.8479187,-1.869604492,-2.510079346,1.869604492,2.510079346,139.4034,35.6301,140.57,36.78,6.1,5,165.24,Kanto Basin
459,acTKY0071103191856,TKY007,2011-03-19 18:56:00,training,38.78399902,40.16710449,40.81615479,1.383105469,2.032155762,1.383105469,2.032155762,139.6864,35.7111,140.57,36.78,6.1,5,142.85,Kanto Basin
460,acCHB0081103221819,CHB008,2011-03-22 18:19:00,training,68.84600098,73.75709961,69.47825073,4.911098633,0.632249756,4.911098633,0.632249756,139.9027,35.6556,141.9,37.4,6.3,10,263.56,Kanto Basin
461,acCHB0111103221819,CHB011,2011-03-22 18:19:00,training,57.10700195,52.29337891,57.39333496,-4.813623047,0.286333008,4.813623047,0.286333008,140.4971,35.5877,141.9,37.4,6.3,10,237.35,Kanto Basin
462,acCHB0121103221819,CHB012,2011-03-22 18:19:00,holdout_evaluation,55.66100098,71.53307129,64.93690552,15.87207031,9.275904541,15.87207031,9.275904541,140.3436,35.5721,141.9,37.4,6.3,10,246.31,Kanto Basin
463,acCHB0141103221819,CHB014,2011-03-22 18:19:00,training,88.20799805,88.04791016,89.71442627,-0.160087891,1.506428223,0.160087891,1.506428223,140.0454,35.471,141.9,37.4,6.3,10,271.16,Kanto Basin
464,acCHB0171103221819,CHB017,2011-03-22 18:19:00,holdout_evaluation,43.68100098,38.76253174,34.77886963,-4.918469238,-8.902131348,4.918469238,8.902131348,140.0734,35.2976,141.9,37.4,6.3,10,285.31,Kanto Basin
465,acCHB0221103221819,CHB022,2011-03-22 18:19:00,holdout_evaluation,25.68600098,33.46891602,34.1495874,7.782915039,8.463586426,7.782915039,8.463586426,139.8555,35.3033,141.9,37.4,6.3,10,296.43,Kanto Basin
466,acGNM0071103221819,GNM007,2011-03-22 18:19:00,training,39.09899902,38.16363281,35.66658447,-0.935366211,-3.432414551,0.935366211,3.432414551,139.0093,36.4637,141.9,37.4,6.3,10,277.21,Kanto Basin
467,acGNM0081103221819,GNM008,2011-03-22 18:19:00,training,28.04600098,26.98248535,27.29718506,-1.063515625,-0.748815918,1.063515625,0.748815918,139.1368,36.3479,141.9,37.4,6.3,10,272.2,Kanto Basin
468,acIBR0091103221819,IBR009,2011-03-22 18:19:00,training,57.09399902,51.44677734,47.96820313,-5.64722168,-9.125795898,5.64722168,9.125795898,139.7037,36.185,141.9,37.4,6.3,10,237.69,Kanto Basin
469,acTKY0041103221819,TKY004,2011-03-22 18:19:00,training,25.43699951,24.99685547,26.48168945,-0.440144043,1.044689941,0.440144043,1.044689941,139.4034,35.6301,141.9,37.4,6.3,10,297.49,Kanto Basin
470,acTKY0071103221819,TKY007,2011-03-22 18:19:00,holdout_evaluation,70.17200195,53.54916016,44.31906982,-16.6228418,-25.85293213,16.6228418,25.85293213,139.6864,35.7111,141.9,37.4,6.3,10,272.68,Kanto Basin
471,acCHB0011103230712,CHB001,2011-03-23 07:12:00,holdout_evaluation,39.49800049,28.36926758,25.58774414,-11.12873291,-13.91025635,11.12873291,13.91025635,139.8731,35.9571,140.79,37.08,6.0,8,149.34,Kanto Basin
472,acCHB0021103230712,CHB002,2011-03-23 07:12:00,training,21.12800049,22.52489746,25.28829834,1.396896973,4.160297852,1.396896973,4.160297852,139.9024,35.7871,140.79,37.08,6.0,8,164.23,Kanto Basin
473,acCHB0031103230712,CHB003,2011-03-23 07:12:00,training,24.12699951,25.14979736,24.6681665,1.022797852,0.541166992,1.022797852,0.541166992,140.0577,35.7926,140.79,37.08,6.0,8,157.43,Kanto Basin
474,acCHB0061103230712,CHB006,2011-03-23 07:12:00,training,25.22600098,25.25401855,28.85791016,0.028017578,3.63190918,0.028017578,3.63190918,140.3073,35.779,140.79,37.08,6.0,8,150.97,Kanto Basin
475,acCHB0071103230712,CHB007,2011-03-23 07:12:00,training,26.63199951,26.98164063,25.82646484,0.349641113,-0.805534668,0.349641113,0.805534668,140.2246,35.7237,140.79,37.08,6.0,8,159.08,Kanto Basin
476,acCHB0081103230712,CHB008,2011-03-23 07:12:00,training,25.85800049,27.9521582,27.32216187,2.094157715,1.464161377,2.094157715,1.464161377,139.9027,35.6556,140.79,37.08,6.0,8,177.19,Kanto Basin
477,acCHB0111103230712,CHB011,2011-03-23 07:12:00,training,32.55699951,30.35614014,35.63400879,-2.200859375,3.077009277,2.200859375,3.077009277,140.4971,35.5877,140.79,37.08,6.0,8,168.0,Kanto Basin
478,acCHB0151103230712,CHB015,2011-03-23 07:12:00,training,20.49100098,20.67935059,30.96927246,0.188349609,10.47827148,0.188349609,10.47827148,139.9199,35.3738,140.79,37.08,6.0,8,205.14,Kanto Basin
479,acCHB0171103230712,CHB017,2011-03-23 07:12:00,holdout_evaluation,35.57,33.28881348,32.88452148,-2.281186523,-2.685478516,2.281186523,2.685478516,140.0734,35.2976,140.79,37.08,6.0,8,208.36,Kanto Basin
480,acCHB0241103230712,CHB024,2011-03-23 07:12:00,training,26.08399902,24.43904297,24.73168457,-1.644956055,-1.352314453,1.644956055,1.352314453,140.0781,35.6337,140.79,37.08,6.0,8,172.99,Kanto Basin
481,acSIT0011103230712,SIT001,2011-03-23 07:12:00,training,36.88800049,37.35710449,45.94935303,0.469104004,9.061352539,0.469104004,9.061352539,139.1938,36.2431,140.79,37.08,6.0,8,170.09,Kanto Basin
482,acSIT0091103230712,SIT009,2011-03-23 07:12:00,training,22.07,20.67834717,22.64666992,-1.391652832,0.576669922,1.391652832,0.576669922,139.4826,35.9033,140.79,37.08,6.0,8,175.44,Kanto Basin
483,acTKY0051103230712,TKY005,2011-03-23 07:12:00,training,27.12199951,23.213125,27.64687988,-3.908874512,0.524880371,3.908874512,0.524880371,139.4137,35.5798,140.79,37.08,6.0,8,207.42,Kanto Basin
484,acTKY0071103230712,TKY007,2011-03-23 07:12:00,training,28.015,29.52648926,28.58145752,1.511489258,0.56645752,1.511489258,0.56645752,139.6864,35.7111,140.79,37.08,6.0,8,181.45,Kanto Basin
485,acCHB0091103230736,CHB009,2011-03-23 07:36:00,training,25.69199951,23.95092773,25.42099365,-1.741071777,-0.271005859,1.741071777,0.271005859,140.2378,35.5871,140.773,37.06,5.8,7,170.65,Kanto Basin
486,acCHB0121103230736,CHB012,2011-03-23 07:36:00,holdout_evaluation,64.54200195,64.10720215,60.28962524,-0.434799805,-4.252376709,0.434799805,4.252376709,140.3436,35.5721,140.773,37.06,5.8,7,169.86,Kanto Basin
487,acCHB0171103230736,CHB017,2011-03-23 07:36:00,training,46.50299805,45.32041016,45.69378906,-1.182587891,-0.809208984,1.182587891,0.809208984,140.0734,35.2976,140.773,37.06,5.8,7,205.78,Kanto Basin
488,acCHB0241103230736,CHB024,2011-03-23 07:36:00,training,27.43399902,26.88508057,26.5706604,-0.548918457,-0.863338623,0.548918457,0.863338623,140.0781,35.6337,140.773,37.06,5.8,7,170.37,Kanto Basin
489,acSIT0081103230736,SIT008,2011-03-23 07:36:00,training,32.435,30.53184814,32.74405762,-1.903151855,0.309057617,1.903151855,0.309057617,139.7456,35.9829,140.773,37.06,5.8,7,150.91,Kanto Basin
490,acSIT0091103230736,SIT009,2011-03-23 07:36:00,training,31.155,28.68353027,28.42272339,-2.471469727,-2.732276611,2.471469727,2.732276611,139.4826,35.9033,140.773,37.06,5.8,7,172.78,Kanto Basin
491,acSIT0101103230736,SIT010,2011-03-23 07:36:00,training,39.01600098,42.6353418,37.69116943,3.61934082,-1.324831543,3.61934082,1.324831543,139.6478,35.9071,140.773,37.06,5.8,7,162.95,Kanto Basin
492,acTKY0041103230736,TKY004,2011-03-23 07:36:00,training,26.04899902,27.50084473,25.66617798,1.451845703,-0.382821045,1.451845703,0.382821045,139.4034,35.6301,140.773,37.06,5.8,7,200.81,Kanto Basin
493,acTKY0051103230736,TKY005,2011-03-23 07:36:00,training,36.07199951,37.57225586,38.55055664,1.500256348,2.478557129,1.500256348,2.478557129,139.4137,35.5798,140.773,37.06,5.8,7,204.74,Kanto Basin
494,acCHB0081104111716,CHB008,2011-04-11 17:16:00,holdout_evaluation,49.40100098,68.1084082,59.30213867,18.70740723,9.901137695,18.70740723,9.901137695,139.9027,35.6556,140.67,36.95,7.0,6,159.51,Kanto Basin
495,acCHB0091104111716,CHB009,2011-04-11 17:16:00,training,45.36200195,51.77785156,45.5551416,6.415849609,0.193139648,6.415849609,0.193139648,140.2378,35.5871,140.67,36.95,7.0,6,156.42,Kanto Basin
